start something,[-1.26653782]
start visit,[-0.25863356]
visit again,[-0.25863356]
people,[-0.25849158]
was born,[-0.25838466]
intended,[-0.25801001]
hobbies end,[-0.25792586]
go right,[-0.25789887]
right ahead,[-0.25789887]
sure go,[-0.25789887]
start tehehehe,[-0.25789571]
start thaddaeus,[-0.25789571]
tehehehe,[-0.25789571]
tehehehe end,[-0.25789571]
thaddaeus,[-0.25789571]
thaddaeus end,[-0.25789571]
hands,[-0.25776723]
get them,[-0.25770242]
labor,[-0.25760919]
bike riding,[-0.2575524]
honest i,[-0.25751723]
start perhaps,[-0.25748708]
conversation is,[-0.25742368]
know anything,[-0.2573926]
been end,[-0.2573192]
how have,[-0.2573192]
backspace seems,[-0.25680203]
business mate,[-0.25675614]
your business,[-0.25675614]
wish i,[-0.25671791]
judge20 end,[-0.25665894]
judge30 end,[-0.25665894]
start judge20,[-0.25665894]
start judge30,[-0.25665894]
sorry what,[-0.25665415]
woman end,[-0.25664985]
www,[-0.25658342]
long end,[-0.25655226]
m not,[-0.2562577]
you thinking,[-0.25613247]
replace,[-0.25591545]
to replace,[-0.25591545]
crocodile,[-0.25557779]
crocodile dundee,[-0.25557779]
dundee,[-0.25557779]
few gadgets,[-0.25551357]
gadgets but,[-0.25551357]
them a,[-0.25551357]
consider asking,[-0.25542879]
try to,[-0.25538103]
but maybe,[-0.25535834]
virginity,[-0.25518121]
we had,[-0.25511602]
have your,[-0.25492903]
and good,[-0.25489]
not end,[-0.25484489]
a yes,[-0.25468362]
aliens,[-0.25444213]
travelling,[-0.25442266]
and let,[-0.25431323]
into a,[-0.25428712]
be so,[-0.25419184]
great end,[-0.25411618]
meat,[-0.25409301]
from ar,[-0.25406612]
hi i,[-0.25406612]
iam,[-0.25404796]
yea sorry,[-0.25397165]
chuck,[-0.25396265]
chuck norris,[-0.25396265]
norris,[-0.25396265]
please do,[-0.25377332]
out with,[-0.25347052]
a yoga,[-0.25341125]
longer,[-0.25304989]
economic,[-0.25297603]
clothenhammer,[-0.25285434]
clothenhammer prize,[-0.25285434]
the clothenhammer,[-0.25285434]
answers,[-0.25279113]
up already,[-0.25271643]
each,[-0.25264881]
is 5,[-0.25242968]
lady,[-0.25240825]
other day,[-0.25208438]
how would,[-0.25203042]
bright,[-0.25202638]
start couldn,[-0.25200864]
man is,[-0.25167252]
foot,[-0.25158292]
very intelligent,[-0.25155545]
there talk,[-0.25154999]
admit,[-0.25120948]
know there,[-0.25116102]
like about,[-0.2511483]
am a,[-0.2510834]
names,[-0.25094127]
calm,[-0.25062398]
glad to,[-0.25057951]
mysore,[-0.25057618]
to mysore,[-0.25057618]
a happy,[-0.25046376]
saying,[-0.25030861]
aye,[-0.25009581]
c,[-0.25003648]
absolutely no,[-0.25003362]
have absolutely,[-0.25003362]
interest you,[-0.25002517]
of rain,[-0.24978447]
rain but,[-0.24978447]
we seem,[-0.24978447]
put it,[-0.24931372]
ir,[-0.24915217]
be better,[-0.24910362]
rather not,[-0.24900433]
wide,[-0.24881658]
songs,[-0.248685]
treat,[-0.24840349]
next,[-0.24838748]
over and,[-0.24824276]
hehehe that,[-0.2481079]
have had,[-0.24803009]
you at,[-0.24801241]
show,[-0.24795465]
band that,[-0.24778722]
particularly,[-0.24767247]
m in,[-0.24759547]
question it,[-0.24723685]
most of,[-0.2472282]
was created,[-0.24721729]
start means,[-0.2469978]
he won,[-0.24685532]
much about,[-0.24679632]
lovely,[-0.24679106]
dangerous,[-0.24677767]
am male,[-0.24676487]
pig,[-0.24675191]
proud of,[-0.24667391]
knock end,[-0.24661017]
accident,[-0.24656856]
countries,[-0.24654027]
play,[-0.24652246]
or an,[-0.24643999]
everything i,[-0.24636701]
sing,[-0.24628738]
just said,[-0.24624936]
my favourite,[-0.24619455]
your dog,[-0.24619083]
berkshire,[-0.24612322]
reading berkshire,[-0.24612322]
thumb,[-0.24599622]
start w,[-0.24592294]
but the,[-0.24587044]
website end,[-0.24571327]
leave,[-0.24563516]
and questions,[-0.24560653]
proper spelling,[-0.24560653]
questions with,[-0.24560653]
with proper,[-0.24560653]
cheese,[-0.24556704]
mind if,[-0.24542951]
you mind,[-0.24542951]
start hey,[-0.24542916]
the right,[-0.24542028]
uncomfortable,[-0.24503492]
burn,[-0.24478521]
is so,[-0.24469462]
surely not,[-0.24469044]
okay as,[-0.2446849]
people like,[-0.24445247]
that at,[-0.24439022]
was just,[-0.24432661]
oink,[-0.24426255]
woof,[-0.24426255]
at you,[-0.24424504]
you hate,[-0.24409731]
23 end,[-0.24398528]
start 23,[-0.24398528]
must go,[-0.24389128]
think so,[-0.24381065]
no sorry,[-0.24380599]
translation,[-0.24345738]
the only,[-0.24323684]
it my,[-0.24319095]
start uhhh,[-0.24312739]
uhhh,[-0.24312739]
uhhh i,[-0.24312739]
to think,[-0.24295375]
your house,[-0.24269358]
conversations at,[-0.24257955]
good number,[-0.24257955]
of conversations,[-0.24257955]
two is,[-0.24257955]
do they,[-0.2422771]
long,[-0.24196871]
extra,[-0.24173409]
extra return,[-0.24173409]
forgot,[-0.24173409]
forgot the,[-0.24173409]
return end,[-0.24173409]
sorry forgot,[-0.24173409]
the extra,[-0.24173409]
said i,[-0.24155148]
as cool,[-0.24132104]
as india,[-0.24132104]
cool as,[-0.24132104]
cool not,[-0.24132104]
india though,[-0.24132104]
its cool,[-0.24132104]
of like,[-0.24127633]
emotions,[-0.24127625]
felix,[-0.24126629]
start o,[-0.24122439]
kidding,[-0.24113294]
today you,[-0.2411263]
yet end,[-0.24093968]
one can,[-0.24082623]
m unsure,[-0.24065921]
unsure,[-0.24065921]
re very,[-0.24065153]
very weird,[-0.24065153]
a point,[-0.24063853]
when end,[-0.2403711]
am in,[-0.24016843]
german end,[-0.24014092]
m german,[-0.24014092]
are thi,[-0.24008587]
probably end,[-0.24006263]
can lie,[-0.24005808]
lie pretty,[-0.24005808]
a cat,[-0.23993728]
robot then,[-0.23985309]
flattered,[-0.23966003]
keen,[-0.23960082]
you stupid,[-0.23954135]
you wish,[-0.23950543]
real,[-0.2394676]
start see,[-0.23946382]
why have,[-0.2394202]
to one,[-0.23922034]
me when,[-0.23887956]
boy or,[-0.23884144]
for summer,[-0.23882725]
m ready,[-0.23882725]
summer anyway,[-0.23882725]
are getting,[-0.238666]
back int,[-0.238666]
bands that,[-0.238666]
getting back,[-0.238666]
heard all,[-0.238666]
these bands,[-0.238666]
full,[-0.2385153]
well what,[-0.23843805]
scary end,[-0.23843505]
they scary,[-0.23843505]
big,[-0.23839699]
of tv,[-0.23830765]
about that,[-0.23819589]
we were,[-0.23819234]
fashion,[-0.23812443]
issues,[-0.23797626]
the states,[-0.23797616]
answer end,[-0.23791156]
and all,[-0.23781276]
m concerned,[-0.23778705]
musical,[-0.23773189]
reckon,[-0.23766057]
pleasure in,[-0.23755206]
ayuh,[-0.23741764]
start ayuh,[-0.23741764]
already end,[-0.23737418]
start computers,[-0.23736719]
hate doing,[-0.23724934]
the great,[-0.23724165]
start boulder,[-0.23718885]
borg,[-0.2370599]
best friend,[-0.23685755]
deaf,[-0.23677836]
ve tried,[-0.23668639]
s end,[-0.23648747]
this book,[-0.23621525]
sure the,[-0.23581145]
so hard,[-0.23566889]
love end,[-0.2355819]
anti,[-0.23542625]
turing test,[-0.23536609]
about ho,[-0.23516771]
all pretty,[-0.23516771]
same then,[-0.23516771]
george,[-0.23496225]
dude,[-0.23495798]
it died,[-0.23474349]
as possible,[-0.2347414]
right end,[-0.23464292]
head end,[-0.23454781]
computer what,[-0.23450528]
am keen,[-0.23450223]
keen on,[-0.23450223]
start should,[-0.2342622]
thanks what,[-0.23412209]
helps,[-0.23397915]
15 years,[-0.23395479]
a question,[-0.2338659]
didnt answer,[-0.23371252]
ipad,[-0.23359025]
funny,[-0.23357799]
airport,[-0.23356089]
the airport,[-0.23356089]
sickness,[-0.2333783]
tv end,[-0.2333152]
people that,[-0.23322326]
mean there,[-0.23320428]
which do,[-0.23320428]
important about,[-0.23315577]
no one,[-0.23304779]
them before,[-0.233013]
bit i,[-0.23288523]
captain,[-0.23271656]
republican end,[-0.23262177]
start republican,[-0.23262177]
some day,[-0.23255751]
mexican food,[-0.23247387]
a woman,[-0.23235209]
a lookin,[-0.23233302]
and chaps,[-0.23233302]
chaps,[-0.23233302]
chaps he,[-0.23233302]
growled,[-0.23233302]
growled i,[-0.23233302]
he growled,[-0.23233302]
his holsters,[-0.23233302]
holsters,[-0.23233302]
holsters and,[-0.23233302]
lookin,[-0.23233302]
lookin for,[-0.23233302]
deserve,[-0.2322462]
wrong end,[-0.23217841]
just liked,[-0.23216934]
freezing,[-0.23216422]
freezing temperatures,[-0.23216422]
start freezing,[-0.23216422]
of your,[-0.23199586]
but what,[-0.23198022]
thinking end,[-0.23196244]
in n,[-0.2319359]
wh,[-0.23185448]
so it,[-0.23182328]
which part,[-0.2317975]
web end,[-0.23161109]
ever visited,[-0.23155176]
withi,[-0.23148356]
come,[-0.23127726]
the morning,[-0.23127285]
turing,[-0.23117451]
green end,[-0.23095189]
engineering,[-0.23083918]
carry,[-0.23074764]
strange and,[-0.23070458]
true do,[-0.23070458]
very strange,[-0.23070458]
weird if,[-0.23070458]
were true,[-0.23070458]
same thing,[-0.2305833]
as good,[-0.23056661]
would not,[-0.23049495]
in india,[-0.23048553]
11,[-0.23036847]
ambiguous,[-0.23036061]
ambiguous sure,[-0.23036061]
start ambiguous,[-0.23036061]
sure or,[-0.23036061]
listen,[-0.23027408]
a strange,[-0.23024187]
the universe,[-0.23004274]
most probably,[-0.22995332]
not now,[-0.22992503]
funerals,[-0.22970783]
string,[-0.22938432]
knows what,[-0.22921916]
someone out,[-0.22921916]
sure someone,[-0.22921916]
there knows,[-0.22921916]
it to,[-0.22908457]
whoever ever,[-0.2289927]
need a,[-0.22896859]
the best,[-0.22892281]
a bal,[-0.22888749]
bal,[-0.22888749]
big issues,[-0.22888749]
election will,[-0.22888749]
issues in,[-0.22888749]
two big,[-0.22888749]
apologies,[-0.22888275]
start apologies,[-0.22888275]
needs,[-0.22886545]
joke,[-0.2288317]
relationship,[-0.22867898]
lab,[-0.22859494]
father end,[-0.22857352]
edge,[-0.22833121]
edge of,[-0.22833121]
exist end,[-0.22830398]
setting end,[-0.22819981]
the setting,[-0.22819981]
going winter,[-0.22815625]
mean going,[-0.22815625]
winter end,[-0.22815625]
fundamental,[-0.22797504]
start judge05,[-0.22790757]
start people,[-0.2278686]
more of,[-0.22784573]
years old,[-0.22770258]
start much,[-0.22765926]
your feelings,[-0.22756539]
kan,[-0.22753583]
matter end,[-0.2275142]
improve,[-0.22750676]
young,[-0.2274755]
mascot,[-0.22740806]
saturday,[-0.22727273]
hot and,[-0.22714696]
january,[-0.22691192]
line,[-0.22689477]
seldom,[-0.22689233]
seen all,[-0.2268077]
still like,[-0.2268077]
wars movies,[-0.2268077]
we begin,[-0.22666279]
where shall,[-0.22666279]
red,[-0.22658778]
can can,[-0.22652735]
see the,[-0.22640672]
lines ago,[-0.22639305]
three lines,[-0.22639305]
that this,[-0.22633075]
professional,[-0.22620718]
s cool,[-0.22619275]
talking at,[-0.22599578]
only choices,[-0.22593422]
those the,[-0.22593422]
when it,[-0.22556346]
jamaica,[-0.22549323]
to jamaica,[-0.22549323]
never tell,[-0.2254844]
desirable,[-0.22548382]
one desirable,[-0.22548382]
s so,[-0.22543799]
you this,[-0.22536597]
w end,[-0.22530037]
the english,[-0.22525033]
not offensive,[-0.22519092]
offensive,[-0.22519092]
offensive end,[-0.22519092]
few nickels,[-0.22501513]
nickels,[-0.22501513]
nickels in,[-0.22501513]
turn out,[-0.22493695]
i say,[-0.22488068]
my best,[-0.22485426]
page,[-0.22478976]
co,[-0.22449822]
i drive,[-0.22441726]
im not,[-0.2243554]
bob,[-0.22426383]
random end,[-0.22415497]
was random,[-0.22415497]
whoa that,[-0.22415497]
issue,[-0.22386759]
i missed,[-0.22374623]
42,[-0.22368527]
s,[-0.22355876]
but everyone,[-0.22355252]
helpful end,[-0.22346083]
very helpful,[-0.22346083]
start why,[-0.22342047]
wood,[-0.22341313]
have ever,[-0.22340584]
start judge02,[-0.22340201]
hello,[-0.22319756]
too end,[-0.22307886]
no worries,[-0.22306294]
worries,[-0.22306294]
consider it,[-0.22297311]
not as,[-0.22291013]
lie about,[-0.22281842]
usually lie,[-0.22281842]
to mess,[-0.2227668]
in boulder,[-0.22265274]
start book,[-0.22259867]
start continue,[-0.2224193]
liberal,[-0.2222059]
god end,[-0.22192611]
aren,[-0.22192056]
oh fair,[-0.22188539]
we,[-0.22183956]
that yet,[-0.22168617]
mine end,[-0.22166228]
television,[-0.22148795]
warm,[-0.22144759]
dragon,[-0.22131036]
mark twain,[-0.22096383]
twain,[-0.22096383]
of any,[-0.22086712]
again let,[-0.22085477]
adam,[-0.22069771]
neigh,[-0.22069771]
start live,[-0.22057544]
the funny,[-0.22025544]
ok thanks,[-0.22024071]
a bar,[-0.22015469]
t need,[-0.2201541]
carefully,[-0.22014441]
cold,[-0.2200261]
that s,[-0.21998972]
18 end,[-0.21996936]
l end,[-0.21981532]
did your,[-0.21976571]
possible end,[-0.2197233]
grew,[-0.2196362]
grew up,[-0.2196362]
bus,[-0.21955332]
t make,[-0.219365]
of question,[-0.21929208]
question is,[-0.21929208]
was sort,[-0.21913419]
wheel,[-0.21912264]
start honestly,[-0.21905492]
news from,[-0.21892762]
chip end,[-0.21879566]
explanation is,[-0.21875036]
the explanation,[-0.21875036]
life and,[-0.21865987]
brain though,[-0.21853559]
start brain,[-0.21853559]
i read,[-0.21838216]
t mind,[-0.21837469]
my computer,[-0.21835261]
concerned,[-0.218332]
good how,[-0.21822306]
productive,[-0.21820206]
is of,[-0.21818878]
no value,[-0.21818878]
of no,[-0.21818878]
value bye,[-0.21818878]
the car,[-0.21807945]
lights,[-0.21802446]
decor,[-0.21799351]
decor in,[-0.21799351]
place p,[-0.21799351]
the decor,[-0.21799351]
this place,[-0.21799351]
for about,[-0.21796448]
they say,[-0.21793628]
events,[-0.21792863]
books,[-0.21785789]
seem quite,[-0.2177395]
a braves,[-0.21770349]
braves,[-0.21770349]
braves fan,[-0.21770349]
in wayland,[-0.21765943]
wayland in,[-0.21765943]
or female,[-0.21759533]
got any,[-0.21747926]
dole in,[-0.21741312]
in novem,[-0.21741312]
novem,[-0.21741312]
politics i,[-0.21741312]
name end,[-0.2173987]
about sex,[-0.21736986]
correct but,[-0.21736767]
one type,[-0.21728108]
start cambridge,[-0.21716646]
doubt it,[-0.21714674]
as the,[-0.21693945]
space isn,[-0.21680571]
19th,[-0.21677834]
19th and,[-0.21677834]
and 2th,[-0.21677834]
especially 19th,[-0.21677834]
it especially,[-0.21677834]
very interested,[-0.21677834]
calm down,[-0.21675283]
enough end,[-0.21667655]
know about,[-0.21666376]
per,[-0.21655835]
in you,[-0.21655734]
sling,[-0.21650464]
ok i,[-0.21649415]
emotionally,[-0.21648274]
emotionally involved,[-0.21648274]
get emotionally,[-0.21648274]
dude peace,[-0.21633255]
peace,[-0.21633255]
peace end,[-0.21633255]
see ya,[-0.21633255]
ya dude,[-0.21633255]
such questions,[-0.21629772]
start seattle,[-0.21626103]
ny name,[-0.21621256]
start ny,[-0.21621256]
is called,[-0.21620933]
start lot,[-0.21612452]
memory end,[-0.21609515]
seem to,[-0.21594899]
are yrou,[-0.21590332]
yrou,[-0.21590332]
yrou stupid,[-0.21590332]
up please,[-0.21584379]
means i,[-0.21564617]
was joan,[-0.21557804]
favorite end,[-0.21552713]
to dream,[-0.2155013]
cleverbot,[-0.21544814]
ve no,[-0.21540135]
t everyone,[-0.21493321]
so do,[-0.21492776]
keyword,[-0.21475476]
keyword spotting,[-0.21475476]
spotting,[-0.21475476]
spotting tricks,[-0.21475476]
tricks,[-0.21475476]
tricks end,[-0.21475476]
with keyword,[-0.21475476]
b end,[-0.2147088]
believe,[-0.21470533]
start going,[-0.21466598]
is often,[-0.21461128]
can,[-0.21458009]
the deficit,[-0.21431778]
phone number,[-0.21424773]
who played,[-0.21424515]
felis,[-0.21420371]
felis lego,[-0.21420371]
lego,[-0.21420371]
officer,[-0.21405716]
no you,[-0.21402766]
find,[-0.2140176]
respond to,[-0.21383762]
in co,[-0.21383741]
believes,[-0.21383359]
finder,[-0.21382099]
a fight,[-0.21373456]
know politicians,[-0.21367013]
politicians and,[-0.21367013]
a mechanical,[-0.21364755]
a purring,[-0.21364755]
mechanical,[-0.21364755]
mechanical one,[-0.21364755]
purring,[-0.21364755]
you again,[-0.21352]
like some,[-0.21350419]
t trust,[-0.21344207]
start computer,[-0.21335025]
you think,[-0.21330458]
is fine,[-0.21318971]
new star,[-0.21314375]
seen the,[-0.21314375]
wars stuff,[-0.21314375]
going on,[-0.21309803]
start c,[-0.21308679]
asked you,[-0.21308198]
metal,[-0.2130697]
australia i,[-0.21304945]
entirely,[-0.21300934]
entirely natural,[-0.21300934]
experience end,[-0.21300934]
it entirely,[-0.21300934]
it experience,[-0.21300934]
natural or,[-0.21300934]
be interested,[-0.21288266]
brain,[-0.21284044]
that myself,[-0.21260593]
wonder about,[-0.21260593]
dirtiest place,[-0.21256317]
cookies i,[-0.21251755]
found cookies,[-0.21251755]
lol i,[-0.21251755]
island,[-0.21247446]
p end,[-0.21220269]
s not,[-0.2121644]
reply,[-0.21210232]
m glad,[-0.21201416]
and sinker,[-0.21194587]
fell,[-0.21194587]
fell for,[-0.21194587]
hook,[-0.21194587]
hook line,[-0.21194587]
i fell,[-0.21194587]
it hook,[-0.21194587]
line and,[-0.21194587]
sinker,[-0.21194587]
sinker end,[-0.21194587]
except,[-0.21186979]
know whether,[-0.21182307]
comment,[-0.21181253]
with me,[-0.21171397]
s kind,[-0.2114553]
indian ocean,[-0.21142998]
the indian,[-0.21142998]
pissed,[-0.21141429]
pissed end,[-0.21141429]
so pissed,[-0.21141429]
i re,[-0.21139932]
books e,[-0.21139767]
potter books,[-0.21139767]
music sounds,[-0.2112818]
what music,[-0.2112818]
months,[-0.2111603]
again soon,[-0.2111136]
a lovely,[-0.21098314]
you worry,[-0.21090646]
actually prefer,[-0.21071825]
hollywood,[-0.21071825]
hollywood trash,[-0.21071825]
international,[-0.21071825]
international cinema,[-0.21071825]
prefer international,[-0.21071825]
start hollywood,[-0.21071825]
trash i,[-0.21071825]
simpsons,[-0.21063579]
the simpsons,[-0.21063579]
pentium,[-0.21040368]
do nothing,[-0.21031794]
no no,[-0.21029685]
please try,[-0.21002418]
are,[-0.2099199]
a child,[-0.20984533]
start wakey,[-0.20950063]
wakey wakey,[-0.20950063]
yellow,[-0.20944415]
this or,[-0.20937068]
i never,[-0.20928045]
before that,[-0.20924558]
my strongest,[-0.20923671]
strongest,[-0.20923671]
america end,[-0.20922782]
in america,[-0.20922782]
a blessing,[-0.20917805]
blessing,[-0.20917805]
blessing or,[-0.20917805]
jois,[-0.20912855]
jois end,[-0.20912855]
pattabhi,[-0.20912855]
pattabhi jois,[-0.20912855]
start pattabhi,[-0.20912855]
school,[-0.20907963]
methods,[-0.20895724]
eh end,[-0.20894825]
i know,[-0.20868229]
bo,[-0.20865526]
depends end,[-0.20851329]
i need,[-0.20817952]
am pretty,[-0.20817537]
bad actually,[-0.20817537]
who are,[-0.20813487]
sea,[-0.20809585]
does,[-0.20801443]
quite end,[-0.20793671]
heart,[-0.20791494]
am very,[-0.20760809]
diapers have,[-0.20757829]
questi,[-0.20757509]
m the,[-0.20753549]
somewhere,[-0.20746445]
fucking,[-0.20743029]
does he,[-0.20711664]
